27.25,60.66,4.58
27.26,60.6,4.58
27.3,60.57,4.58
27.31,60.51,2.29
27.33,60.39,4.58
27.34,60.36,4.58
27.32,60.36,4.58
27.34,60.39,2.29
27.31,60.39,4.58
27.32,60.39,4.58
27.32,60.39,2.29
27.32,60.39,4.58
27.34,60.39,2.29
27.35,60.36,4.58
27.34,60.33,4.58
27.38,60.2,4.58
27.39,60.2,4.58
27.4,60.11,4.58
27.41,60.08,4.58
27.43,60.02,4.58
27.45,59.99,2.29
27.46,59.99,4.58
27.46,59.93,4.58
27.48,59.93,2.29
27.47,59.93,4.58
27.47,60.02,4.58
27.45,60.14,4.58
27.46,60.14,4.58
27.46,60.14,4.58
27.47,60.17,4.58
27.44,60.23,4.58
27.44,60.26,2.29
27.38,60.45,4.58
27.36,60.51,4.58
27.33,60.6,4.58
27.32,60.63,4.58
27.35,60.66,6.87
27.28,60.73,4.58
27.26,60.79,4.58
27.27,60.85,4.58
27.27,60.82,4.58
27.27,60.79,4.58
27.27,60.76,4.58
27.28,60.76,4.58
27.29,60.76,4.58
27.28,60.82,4.58
27.25,60.94,4.58
27.24,61,4.58
27.21,61,4.58
27.24,61.03,4.58
27.26,61,4.58
27.27,60.94,4.58
27.26,60.85,4.58
27.25,60.79,4.58
27.29,60.76,4.58
27.3,60.73,4.58
27.3,60.7,4.58
27.27,60.76,2.29
27.32,60.88,4.58
27.3,60.82,4.58
27.27,60.91,4.58
27.24,60.94,4.58
27.2,61.19,4.58
27.16,61.31,4.58
27.17,61.34,2.29
27.19,61.34,2.29
27.22,61.25,4.58
27.21,61.22,2.29
27.17,61.22,4.58
27.18,61.28,4.58
27.16,61.28,4.58
27.14,61.31,4.58
27.12,61.43,4.58
27.08,61.52,4.58
27.06,61.62,4.58
27.06,61.71,4.58
27.03,61.71,4.58
27.01,61.74,4.58
27.02,61.8,4.58
27.03,61.8,4.58
27.02,61.8,4.58
27.01,61.77,4.58
27,61.92,2.29
26.98,62.05,4.58
26.97,62.11,4.58
27,62.11,4.58
27,62.08,2.29
27.01,62.11,4.58
26.99,62.08,4.58
26.98,62.05,4.58
26.96,62.14,4.58
26.96,62.17,2.29
26.95,62.26,4.58
26.94,62.26,4.58
26.94,62.26,4.58
26.91,62.23,4.58
26.86,62.26,4.58
26.88,62.32,4.58
26.9,62.32,4.58
26.9,62.26,2.29
26.92,62.23,4.58
26.94,62.2,4.58
26.95,62.17,4.58
26.94,62.11,2.29
27,62.08,4.58
26.95,62.08,4.58
26.92,62.11,2.29
26.93,62.14,4.58
26.95,62.11,4.58
26.96,62.05,4.58
26.99,62.05,2.29
27.02,61.98,4.58
26.99,61.98,2.29
26.96,61.98,4.58
26.98,62.05,4.58
27,61.98,4.58
27.02,61.95,4.58
27.01,61.92,4.58
27.02,61.95,4.58
27.02,61.92,2.29
27.02,61.89,4.58
26.99,61.95,4.58
26.95,62.14,2.29
26.94,62.26,4.58
26.93,62.23,4.58
26.95,62.23,2.29
26.89,62.23,4.58
26.85,62.32,2.29
26.83,62.41,4.58
26.82,62.5,4.58
26.84,62.6,2.29
26.81,62.6,4.58
26.8,62.63,4.58
26.8,62.66,4.58
26.81,62.63,4.58
26.83,62.54,4.58
26.8,62.5,4.58
26.8,62.41,4.58
26.79,62.54,4.58
26.81,62.6,4.58
26.82,62.54,4.58
26.87,62.38,4.58
26.88,62.29,4.58
26.89,62.23,4.58
26.9,62.17,2.29
26.9,62.17,4.58
26.9,62.2,4.58
26.91,62.14,4.58
26.9,62.14,4.58
26.9,62.17,4.58
26.94,62.11,4.58
26.91,62.05,4.58
26.92,62.08,4.58
26.92,62.08,2.29
26.95,62.08,4.58
26.96,62.02,4.58
26.94,62.05,4.58
26.96,62.02,6.87
26.98,61.95,4.58
26.99,61.92,2.29
26.99,61.77,4.58
26.96,61.83,4.58
26.97,61.86,4.58
26.98,61.86,4.58
26.96,61.86,9.16
26.94,61.89,4.58
26.94,61.95,4.58
26.95,62.02,4.58
26.94,62.02,4.58
26.94,62.05,4.58
26.94,62.05,4.58
26.94,62.08,4.58
26.95,62.08,4.58
26.95,62.08,4.58
26.95,62.08,4.58
26.94,62.05,4.58
26.94,62.11,4.58
26.93,62.11,4.58
26.92,62.05,4.58
26.9,62.08,4.58
26.88,62.14,4.58
26.88,62.17,4.58
26.85,62.17,2.29
26.84,62.2,4.58
26.84,62.23,4.58
26.86,62.23,4.58
26.93,62.2,6.87
26.89,62.11,4.58
26.87,62.17,4.58
26.88,62.17,4.58
26.91,62.14,4.58
26.93,62.14,4.58
26.92,62.02,4.58
26.88,61.98,4.58
26.86,62.08,2.29
26.87,62.08,2.29
26.91,62.02,4.58
26.9,61.92,2.29
26.92,61.89,2.29
26.94,61.83,2.29
26.94,61.77,4.58
26.95,61.74,4.58
26.97,61.71,4.58
26.97,61.68,4.58
26.98,61.59,2.29
26.97,61.62,4.58
26.98,61.56,4.58
27,61.56,4.58
27.04,61.52,4.58
27.04,61.49,2.29
27.05,61.56,4.58
27.04,61.59,4.58
27.05,61.56,4.58
27.06,61.52,4.58
27.07,61.52,4.58
27.09,61.46,4.58
