47,26.99,50.43
48,26.98,50.43
49,26.95,50.43
50,26.95,50.46
51,26.94,50.46
52,26.94,50.5
53,26.93,50.5
54,26.93,50.56
55,26.92,50.56
56,26.92,50.62
57,26.9,50.59
58,26.89,50.62
59,26.9,50.62
60,26.9,50.59
61,26.9,50.59
62,26.9,50.62
63,26.9,50.62
64,26.9,50.62
65,26.89,50.62
66,26.88,50.62
67,26.89,50.66
68,26.9,50.66
69,26.9,50.62
70,26.9,50.62
71,26.9,50.62
72,26.9,50.59
73,26.91,50.56
74,26.92,50.5
75,26.91,50.53
76,26.91,50.56
77,26.93,50.53
78,26.93,50.53
79,26.94,50.5
80,26.93,50.46
81,26.92,50.46
82,26.92,50.5
83,26.91,50.53
84,26.91,50.56
85,26.91,50.56
86,26.92,50.59
87,26.9,50.69
88,26.91,50.72
89,26.9,50.72
90,26.91,50.69
91,26.9,50.72
92,26.91,50.72
93,26.88,50.69
94,26.88,50.69
95,26.88,50.69
96,26.9,50.69
97,26.89,50.69
98,26.89,50.69
99,26.89,50.69
100,26.87,50.66
101,26.87,50.69
102,26.86,50.69
103,26.84,50.69
104,26.84,50.72
105,26.85,50.72
106,26.83,50.72
107,26.84,50.75
108,26.83,50.72
109,26.84,50.75
110,26.86,50.69
111,26.87,50.62
112,26.88,50.62
113,26.87,50.62
114,26.87,50.62
115,26.86,50.62
116,26.87,50.66
117,26.87,50.62
118,26.85,50.62
119,26.86,50.62
120,26.87,50.66
121,26.88,50.62
122,26.88,50.62
123,26.86,50.62
124,26.88,50.69
125,198.34,188.79
125,200.9,191.59
127,26.88,50.69
128,26.87,50.62
129,26.86,50.66
130,26.85,50.69
131,26.86,50.66
132,26.86,50.62
133,26.85,50.62
134,26.85,50.62
135,26.85,50.59
136,26.84,50.62
137,26.84,50.62
138,26.84,50.62
139,26.83,50.62
140,26.85,50.62
141,26.86,50.66
142,26.86,50.62
143,26.84,50.62
144,26.85,50.69
145,26.85,50.66
146,26.85,50.66
147,26.87,50.69
148,26.85,50.69
149,26.85,50.66
150,26.84,50.66
151,26.84,50.66
152,26.83,50.66
153,26.84,50.66
154,26.84,50.69
155,26.83,50.69
156,26.83,50.69
157,26.81,50.69
158,26.82,50.72
159,26.83,50.72
160,26.81,50.69
161,26.81,50.72
162,26.8,50.75
163,26.81,50.75
164,26.82,50.72
165,26.83,50.72
166,26.83,50.69
167,26.82,50.72
168,26.83,50.69
169,26.84,50.66
170,26.84,50.62
171,26.85,50.62
172,26.85,50.62
173,26.84,50.59
174,26.84,50.62
175,26.85,50.59
176,26.83,50.59
177,26.84,50.59
178,26.84,50.56
179,26.84,50.53
180,26.84,50.5
181,26.84,50.5
182,26.83,50.53
183,26.83,50.5
184,26.85,50.43
185,26.84,50.5
186,26.85,50.46
187,26.84,50.46
188,26.82,50.46
189,26.82,50.5
190,26.84,50.43
191,26.83,50.43
192,26.82,50.46
193,26.82,50.5
194,26.82,50.46
195,26.82,50.5
196,26.82,50.5
197,26.81,50.5
198,26.82,50.5
199,26.83,50.5
200,26.84,50.5
201,26.82,50.56
202,26.82,50.53
203,26.82,50.5
204,26.82,50.5
205,26.82,50.5
206,26.82,50.46
207,26.82,50.46
208,26.81,50.43
209,26.83,50.4
210,26.81,50.43
211,26.82,50.46
212,26.84,50.46
